return_id;receipt_no;store_code;sku;qty;reason;return_date
RT-001239;R-0049534;ST-007;SKU-00164;1;Xaridor fikri o'zgardi;14.03.2026
RT-001240;R-0050850;ST-006;SKU-00286;1;Muddati o'tgan;14.03.2026
RT-001241;R-0047462;ST-004;SKU-00387;1;Kafolat holati;11.03.2026
RT-001242;R-0042090;ST-007;SKU-00121;1;Muddati o'tgan;14.02.2026
RT-001243;R-0051205;ST-008;SKU-00105;1;Xaridor fikri o'zgardi;06.03.2026
RT-001244;R-0046955;ST-001;SKU-00045;1;Kafolat holati;12.03.2026
RT-001245;R-0047379;ST-001;SKU-00336;1;Muddati o'tgan;06.03.2026
RT-001246;R-0049587;ST-009;SKU-00175;1;Xaridor fikri o'zgardi;06.03.2026
RT-001247;R-0041197;ST-008;SKU-00321;1;Noto'g'ri tovar berilgan;05.02.2026
RT-001248;R-0049222;ST-009;SKU-00389;1;Sifatsiz mahsulot;09.03.2026
RT-001249;R-0046900;ST-011;SKU-00275;1;Muddati o'tgan;08.03.2026
RT-001250;R-0041283;ST-011;SKU-00330;2;Xaridor fikri o'zgardi;29.01.2026
RT-001251;R-0039428;ST-005;SKU-00164;1;;30.01.2026
RT-001252;R-0050699;ST-012;SKU-00230;1;Muddati o'tgan;21.03.2026
RT-001253;R-0045622;ST-011;SKU-00171;1;Xaridor fikri o'zgardi;25.02.2026
RT-001254;R-0047103;ST-006;SKU-00205;1;Sifatsiz mahsulot;24.02.2026
RT-001255;R-0037613;ST-001;SKU-00239;1;Noto'g'ri tovar berilgan;21.01.2026
RT-001256;R-0051357;ST-003;SKU-00059;1;Kafolat holati;20.03.2026
RT-001257;R-0033820;ST-003;SKU-00322;1;;24.01.2026
RT-001258;R-0031007;ST-012;SKU-00202;3;;03.01.2026
RT-001259;R-9647580;ST-010;SKU-00204;3;Sifatsiz mahsulot;26.02.2026
RT-001260;R-0041324;ST-012;SKU-00059;1;Sifatsiz mahsulot;03.02.2026
RT-001261;R-0052140;ST-005;SKU-00206;1;Muddati o'tgan;27.03.2026
RT-001262;R-0043039;ST-001;SKU-00181;1;Xaridor fikri o'zgardi;22.02.2026
RT-001263;R-0052080;ST-003;SKU-00312;1;Muddati o'tgan;16.03.2026
RT-001264;R-0052194;ST-007;SKU-00030;3;Muddati o'tgan;07.03.2026
RT-001265;R-0050679;ST-012;SKU-00302;2;Sifatsiz mahsulot;22.03.2026
RT-001266;R-0032677;ST-002;SKU-00225;1;Qadoq shikastlangan;28.01.2026
RT-001267;R-0051926;ST-010;SKU-00372;1;Muddati o'tgan;14.03.2026
RT-001268;R-0043914;ST-001;SKU-00296;2;Kafolat holati;12.02.2026
RT-001269;R-0050981;ST-011;SKU-00490;1;Noto'g'ri tovar berilgan;07.03.2026
RT-001270;R-0036464;ST-005;SKU-00375;1;Muddati o'tgan;06.02.2026
RT-001271;R-0041540;ST-008;SKU-00301;1;Sifatsiz mahsulot;07.02.2026
RT-001272;R-0044207;ST-012;SKU-00495;1;Noto'g'ri tovar berilgan;28.02.2026
RT-001273;R-0036250;ST-008;SKU-00400;1;Kafolat holati;24.01.2026
RT-001274;R-0035321;ST-002;SKU-00333;1;Kafolat holati;29.01.2026
RT-001275;R-0042953;ST-011;SKU-00018;2;Sifatsiz mahsulot;22.02.2026
RT-001276;R-0044086;ST-007;SKU-00317;3;Sifatsiz mahsulot;14.02.2026
RT-001277;R-0047003;ST-002;SKU-00068;3;Qadoq shikastlangan;28.02.2026
RT-001278;R-0038866;ST-007;SKU-00066;2;Muddati o'tgan;27.01.2026
RT-001279;R-0046404;ST-004;SKU-00256;4;Muddati o'tgan;09.03.2026
RT-001280;R-0046602;ST-012;SKU-00495;1;Noto'g'ri tovar berilgan;06.03.2026
RT-001281;R-0042771;ST-005;SKU-00460;1;Qadoq shikastlangan;11.02.2026
RT-001282;R-0031720;ST-002;SKU-00177;1;Noto'g'ri tovar berilgan;07.01.2026
RT-001283;R-0031697;ST-001;SKU-00496;1;Noto'g'ri tovar berilgan;21.01.2026
RT-001284;R-0049032;ST-001;SKU-00189;4;Sifatsiz mahsulot;15.03.2026
RT-001285;R-0039200;ST-007;SKU-00007;1;Muddati o'tgan;17.02.2026
RT-001286;R-0046515;ST-008;SKU-00027;1;Xaridor fikri o'zgardi;27.02.2026
RT-001287;R-0050026;ST-011;SKU-00318;1;Xaridor fikri o'zgardi;06.03.2026
RT-001288;R-0037134;ST-005;SKU-00218;1;Xaridor fikri o'zgardi;29.01.2026
RT-001289;R-0043133;ST-005;SKU-00399;1;Muddati o'tgan;23.02.2026
RT-001290;R-0047926;ST-007;SKU-00165;1;Muddati o'tgan;12.03.2026
RT-001291;R-0047387;ST-002;SKU-00355;1;Kafolat holati;01.03.2026
RT-001292;R-0036317;ST-011;SKU-00282;3;Qadoq shikastlangan;29.01.2026
RT-001293;R-0034893;ST-009;SKU-00419;1;Kafolat holati;24.01.2026
RT-001294;R-0045587;ST-010;SKU-00487;1;Sifatsiz mahsulot;05.03.2026
RT-001295;R-0041326;ST-001;SKU-00111;1;Kafolat holati;10.02.2026
RT-001296;R-0035775;ST-003;SKU-00260;1;Qadoq shikastlangan;21.01.2026
RT-001297;R-0036719;ST-002;SKU-00009;3;Kafolat holati;22.01.2026
RT-001298;R-0033477;ST-005;SKU-00099;1;Muddati o'tgan;16.01.2026
RT-001299;R-0033645;ST-009;SKU-00305;1;Xaridor fikri o'zgardi;21.01.2026
RT-001300;R-0033676;;SKU-00103;1;Xaridor fikri o'zgardi;28.01.2026
RT-001301;R-0043417;ST-005;SKU-00117;3;Sifatsiz mahsulot;12.02.2026
RT-001302;R-0039861;ST-011;SKU-00206;1;Kafolat holati;05.02.2026
RT-001303;R-0037701;ST-003;SKU-00298;1;Noto'g'ri tovar berilgan;20.01.2026
RT-001304;R-0045481;ST-006;SKU-00422;1;Noto'g'ri tovar berilgan;16.02.2026
RT-001305;R-0052348;ST-011;SKU-00195;2;Sifatsiz mahsulot;13.03.2026
RT-001306;R-0049847;ST-005;SKU-00362;1;Muddati o'tgan;18.03.2026
RT-001307;R-0039824;ST-009;SKU-00051;1;Sifatsiz mahsulot;07.02.2026
RT-001308;R-0048875;ST-007;SKU-00419;1;Xaridor fikri o'zgardi;14.03.2026
RT-001309;R-0038059;ST-002;SKU-00374;1;Muddati o'tgan;06.02.2026
RT-001310;R-0051908;ST-009;SKU-00499;2;Noto'g'ri tovar berilgan;21.03.2026
RT-001311;R-0033371;ST-002;SKU-00154;1;Sifatsiz mahsulot;25.01.2026
RT-001312;R-0041736;ST-004;SKU-00370;2;Kafolat holati;16.02.2026
RT-001313;R-0034526;ST-007;SKU-00406;2;Muddati o'tgan;31.01.2026
RT-001314;R-0035528;ST-008;SKU-00072;1;Qadoq shikastlangan;03.02.2026
RT-001315;R-0046841;ST-009;SKU-00399;5;Sifatsiz mahsulot;21.02.2026
RT-001316;R-0047666;ST-010;SKU-00418;1;Kafolat holati;01.03.2026
RT-001317;R-0033849;ST-004;SKU-00318;1;Sifatsiz mahsulot;17.01.2026
RT-001318;R-0046620;ST-001;SKU-00361;1;Xaridor fikri o'zgardi;12.03.2026
RT-001319;R-0047735;ST-012;SKU-00132;1;Noto'g'ri tovar berilgan;14.03.2026
RT-001320;R-0042728;ST-004;SKU-00046;1;Noto'g'ri tovar berilgan;05.02.2026
RT-001321;R-0033798;ST-002;SKU-00264;1;Sifatsiz mahsulot;14.01.2026
RT-001322;R-0048915;ST-008;SKU-00177;1;Muddati o'tgan;01.03.2026
RT-001323;R-0044117;ST-008;SKU-00488;1;Qadoq shikastlangan;03.03.2026
RT-001324;R-9820298;ST-011;SKU-00400;1;Kafolat holati;08.03.2026
RT-001325;R-0033539;ST-006;SKU-00075;1;Qadoq shikastlangan;22.01.2026
RT-001326;R-0030453;ST-006;SKU-00135;2;;18.01.2026
RT-001327;R-0045831;ST-007;SKU-00355;1;Muddati o'tgan;02.03.2026
RT-001328;R-0045993;ST-001;SKU-00026;2;Sifatsiz mahsulot;04.03.2026
RT-001329;R-0043974;ST-003;SKU-00018;1;Sifatsiz mahsulot;16.02.2026
RT-001330;R-0047856;ST-004;SKU-00289;4;Qadoq shikastlangan;13.03.2026
RT-001331;R-0051901;ST-009;SKU-00173;1;Sifatsiz mahsulot;22.03.2026
RT-001332;R-0034704;ST-002;SKU-00486;2;Noto'g'ri tovar berilgan;21.01.2026
RT-001333;R-0047823;ST-003;SKU-00224;1;Muddati o'tgan;23.02.2026
RT-001334;R-0048916;ST-008;SKU-00255;1;Kafolat holati;17.03.2026
RT-001335;R-0030655;ST-002;SKU-00318;3;Qadoq shikastlangan;23.01.2026
RT-001336;R-0033128;ST-006;SKU-00062;1;Sifatsiz mahsulot;12.01.2026
RT-001337;R-0044409;ST-009;SKU-00164;1;Xaridor fikri o'zgardi;16.02.2026
RT-001338;R-0047971;ST-008;SKU-00489;1;Kafolat holati;01.03.2026
RT-001339;R-0037940;ST-010;SKU-00344;1;Xaridor fikri o'zgardi;12.02.2026
RT-001340;R-0052143;ST-005;SKU-00008;1;Kafolat holati;22.03.2026
RT-001341;R-0048046;ST-011;SKU-00183;2;Noto'g'ri tovar berilgan;25.02.2026
RT-001342;R-0038953;ST-010;SKU-00203;2;Muddati o'tgan;13.02.2026
RT-001343;R-0032886;ST-011;SKU-00298;1;Kafolat holati;26.01.2026
RT-001344;R-0039260;ST-010;SKU-00009;1;Qadoq shikastlangan;29.01.2026
RT-001345;R-0041600;ST-011;SKU-00049;2;Sifatsiz mahsulot;18.02.2026
RT-001346;R-0050880;ST-008;SKU-00278;1;Qadoq shikastlangan;05.03.2026
RT-001347;R-0047204;ST-009;SKU-00022;1;Xaridor fikri o'zgardi;13.03.2026
RT-001348;R-0049711;ST-001;SKU-00379;1;Qadoq shikastlangan;11.03.2026
RT-001349;R-0043976;ST-003;SKU-00295;1;Qadoq shikastlangan;13.02.2026
RT-001350;R-0038262;ST-008;SKU-00095;1;Noto'g'ri tovar berilgan;28.01.2026
RT-001351;R-0031666;ST-011;SKU-00305;1;Noto'g'ri tovar berilgan;17.01.2026
RT-001352;R-0030106;ST-005;SKU-00205;1;Muddati o'tgan;16.01.2026
RT-001353;R-0034954;ST-012;SKU-00436;1;Sifatsiz mahsulot;15.01.2026
RT-001354;R-0051940;ST-011;SKU-00276;1;Xaridor fikri o'zgardi;13.03.2026
RT-001355;R-0042120;ST-008;SKU-00450;3;Muddati o'tgan;29.01.2026
RT-001356;R-0048733;ST-002;SKU-00376;1;Qadoq shikastlangan;06.03.2026
RT-001357;R-0043716;ST-004;SKU-00074;1;Qadoq shikastlangan;27.02.2026
RT-001358;R-0047906;ST-006;SKU-00013;1;Kafolat holati;07.03.2026
RT-001359;R-0033966;ST-008;SKU-00018;1;Sifatsiz mahsulot;20.01.2026
RT-001360;R-0050613;ST-009;SKU-00054;1;Sifatsiz mahsulot;23.03.2026
RT-001361;R-0051657;ST-002;SKU-00180;2;Sifatsiz mahsulot;08.03.2026
RT-001362;R-0044500;ST-012;SKU-00253;1;Kafolat holati;03.03.2026
RT-001363;R-0038186;ST-006;SKU-00120;1;Noto'g'ri tovar berilgan;25.01.2026
RT-001364;R-0046978;ST-002;SKU-00042;1;Xaridor fikri o'zgardi;02.03.2026
RT-001365;R-0040125;ST-008;SKU-00170;1;Qadoq shikastlangan;17.02.2026
RT-001366;R-0040462;ST-005;SKU-00403;2;Sifatsiz mahsulot;15.02.2026
RT-001367;R-0048892;ST-007;SKU-00085;1;Kafolat holati;15.03.2026
RT-001368;R-0032901;ST-011;SKU-00433;1;Xaridor fikri o'zgardi;20.01.2026
RT-001369;R-0043190;ST-007;SKU-00437;2;Xaridor fikri o'zgardi;02.02.2026
RT-001370;R-0033193;ST-008;SKU-00029;2;Muddati o'tgan;25.01.2026
RT-001371;R-0031807;ST-005;SKU-00235;1;Xaridor fikri o'zgardi;14.01.2026
RT-001372;R-0031929;ST-009;SKU-00417;2;Qadoq shikastlangan;14.01.2026
RT-001373;R-0037661;ST-002;SKU-00483;1;Noto'g'ri tovar berilgan;02.02.2026
RT-001374;R-0031802;ST-005;SKU-00080;1;Muddati o'tgan;12.01.2026
RT-001375;R-0037773;ST-006;SKU-00033;1;Sifatsiz mahsulot;19.01.2026
RT-001376;R-0049304;ST-012;SKU-00006;1;Muddati o'tgan;03.03.2026
RT-001377;R-0042736;ST-004;SKU-00345;3;Muddati o'tgan;11.02.2026
RT-001378;R-0041477;ST-006;SKU-00057;3;Xaridor fikri o'zgardi;12.02.2026
RT-001379;R-0048515;ST-004;SKU-00205;1;Sifatsiz mahsulot;10.03.2026
RT-001380;R-0049384;ST-003;SKU-00409;3;Muddati o'tgan;08.03.2026
RT-001381;R-9798540;ST-002;SKU-00180;1;Sifatsiz mahsulot;04.03.2026
RT-001382;R-0039097;ST-003;SKU-00236;2;Muddati o'tgan;07.02.2026
RT-001383;R-0035018;ST-003;SKU-00004;1;Noto'g'ri tovar berilgan;30.01.2026
RT-001384;R-0051133;ST-005;SKU-00361;1;Sifatsiz mahsulot;24.03.2026
RT-001385;R-0049446;ST-005;SKU-00002;1;Sifatsiz mahsulot;18.03.2026
RT-001386;R-0043149;ST-006;SKU-00291;1;;27.02.2026
RT-001387;R-0040363;ST-002;SKU-00172;1;Noto'g'ri tovar berilgan;06.02.2026
RT-001388;R-0049628;ST-010;SKU-00476;1;Muddati o'tgan;16.03.2026
RT-001389;R-0033722;ST-012;SKU-00038;3;Qadoq shikastlangan;26.01.2026
RT-001390;R-0041191;ST-007;SKU-00268;1;Noto'g'ri tovar berilgan;03.02.2026
RT-001391;R-0034982;ST-001;SKU-00262;1;Muddati o'tgan;26.01.2026
RT-001392;R-0034622;ST-011;SKU-00143;1;Xaridor fikri o'zgardi;02.02.2026
RT-001393;R-0038613;ST-008;SKU-00124;1;Sifatsiz mahsulot;09.02.2026
RT-001394;R-0051689;ST-003;SKU-00053;1;Noto'g'ri tovar berilgan;03.03.2026
RT-001395;R-0049365;ST-002;SKU-00291;1;Xaridor fikri o'zgardi;02.03.2026
RT-001396;R-0041247;ST-010;SKU-00267;2;Xaridor fikri o'zgardi;21.02.2026
RT-001397;R-9698840;ST-009;SKU-00283;2;Qadoq shikastlangan;09.03.2026
RT-001398;R-0034937;ST-011;SKU-00161;1;Qadoq shikastlangan;30.01.2026
RT-001399;R-0031883;ST-007;SKU-00238;1;Xaridor fikri o'zgardi;08.01.2026
RT-001400;R-0046053;ST-003;SKU-00420;4;Xaridor fikri o'zgardi;25.02.2026
RT-001401;R-0035562;ST-009;SKU-00441;1;Sifatsiz mahsulot;30.01.2026
RT-001402;R-0044356;ST-006;SKU-00235;3;Kafolat holati;02.03.2026
RT-001403;R-0041871;ST-011;SKU-00422;1;Kafolat holati;05.02.2026
RT-001404;R-0037358;ST-002;SKU-00406;1;Qadoq shikastlangan;21.01.2026
RT-001405;R-0030222;ST-010;SKU-00362;1;Sifatsiz mahsulot;10.01.2026
RT-001406;R-0041119;ST-004;SKU-00485;3;Xaridor fikri o'zgardi;17.02.2026
RT-001407;R-0050027;ST-011;SKU-00266;1;Sifatsiz mahsulot;14.03.2026
RT-001408;R-0047226;ST-009;SKU-00341;1;Muddati o'tgan;28.02.2026
RT-001409;R-0046970;ST-002;SKU-00075;2;Muddati o'tgan;02.03.2026
RT-001410;R-0048481;ST-003;SKU-00470;1;Sifatsiz mahsulot;01.03.2026
RT-001411;R-0033146;ST-007;SKU-00037;1;Xaridor fikri o'zgardi;19.01.2026
RT-001412;R-0046987;ST-002;SKU-00466;1;Sifatsiz mahsulot;21.02.2026
RT-001413;R-0049953;ST-008;SKU-00469;1;;14.03.2026
RT-001414;R-0036981;ST-012;SKU-00107;1;Kafolat holati;09.02.2026
RT-001415;R-0044304;ST-004;SKU-00300;2;Xaridor fikri o'zgardi;27.02.2026
RT-001416;R-0043516;ST-009;SKU-00157;1;Qadoq shikastlangan;28.02.2026
RT-001417;R-0040512;ST-007;SKU-00331;1;Sifatsiz mahsulot;08.02.2026
RT-001418;R-0051343;ST-003;SKU-00121;1;Xaridor fikri o'zgardi;04.03.2026
RT-001419;R-0042603;ST-012;SKU-00154;1;Xaridor fikri o'zgardi;26.02.2026
RT-001420;R-0032059;ST-003;SKU-00011;3;;24.01.2026
RT-001421;R-0031219;ST-007;SKU-00376;2;Xaridor fikri o'zgardi;13.01.2026
RT-001422;R-0049333;ST-001;SKU-00191;4;Muddati o'tgan;14.03.2026
RT-001423;R-0038730;ST-001;SKU-00196;1;Qadoq shikastlangan;07.02.2026
RT-001424;R-0033427;ST-003;SKU-00392;5;Sifatsiz mahsulot;27.01.2026
RT-001425;R-0044145;ST-010;SKU-00486;2;Kafolat holati;18.02.2026
RT-001426;R-0052239;ST-008;SKU-00226;1;Noto'g'ri tovar berilgan;15.03.2026
RT-001427;R-0050436;ST-002;SKU-00037;1;Xaridor fikri o'zgardi;03.03.2026
RT-001428;R-0037318;ST-012;SKU-00046;4;Muddati o'tgan;24.01.2026
RT-001429;R-0042660;ST-002;SKU-00420;3;Kafolat holati;08.02.2026
RT-001430;R-0037941;ST-011;SKU-00282;2;Muddati o'tgan;02.02.2026
RT-001431;R-0041397;ST-003;SKU-00162;2;Noto'g'ri tovar berilgan;18.02.2026
RT-001432;R-0052069;ST-003;SKU-00111;3;Kafolat holati;22.03.2026
RT-001433;R-0037104;ST-005;SKU-00315;1;Sifatsiz mahsulot;25.01.2026
RT-001434;R-0039094;ST-003;SKU-00089;1;Noto'g'ri tovar berilgan;15.02.2026
RT-001435;R-0048736;ST-002;SKU-00289;1;Muddati o'tgan;14.03.2026
RT-001436;R-0047583;ST-007;SKU-00142;1;Kafolat holati;05.03.2026
RT-001437;R-0044020;ST-005;SKU-00046;2;Xaridor fikri o'zgardi;20.02.2026
RT-001438;R-9597573;ST-001;SKU-00238;1;Xaridor fikri o'zgardi;15.01.2026
RT-001439;R-0044001;ST-004;SKU-00191;1;Muddati o'tgan;03.03.2026
RT-001440;R-0048535;ST-005;SKU-00046;2;Noto'g'ri tovar berilgan;15.03.2026
RT-001441;R-0037336;ST-001;SKU-00075;1;Noto'g'ri tovar berilgan;03.02.2026
RT-001442;R-0045526;ST-007;SKU-00333;1;Sifatsiz mahsulot;23.02.2026
RT-001443;R-0043744;ST-005;SKU-00243;1;Qadoq shikastlangan;21.02.2026
RT-001444;R-0050058;ST-012;SKU-00231;1;Qadoq shikastlangan;07.03.2026
RT-001445;R-0045372;ST-001;SKU-00263;5;Muddati o'tgan;24.02.2026
RT-001446;R-0037898;ST-009;SKU-00437;1;Xaridor fikri o'zgardi;29.01.2026
RT-001447;R-0037423;;SKU-00034;1;Noto'g'ri tovar berilgan;04.02.2026
RT-001448;R-0040250;ST-011;SKU-00180;1;Sifatsiz mahsulot;10.02.2026
RT-001449;R-0038907;ST-008;SKU-00264;1;Xaridor fikri o'zgardi;01.02.2026
RT-001450;R-0051377;ST-004;SKU-00069;3;Xaridor fikri o'zgardi;25.03.2026
RT-001451;R-0033074;ST-005;SKU-00247;4;Kafolat holati;30.01.2026
RT-001452;R-0037672;ST-002;SKU-00096;1;Xaridor fikri o'zgardi;30.01.2026
RT-001453;R-0042251;ST-001;SKU-00051;3;Qadoq shikastlangan;14.02.2026
RT-001454;R-0034019;ST-010;SKU-00446;3;Xaridor fikri o'zgardi;08.01.2026
RT-001455;R-0044811;ST-009;SKU-00460;2;Kafolat holati;15.02.2026
RT-001456;R-0030921;ST-010;SKU-00328;1;Qadoq shikastlangan;03.01.2026
RT-001457;R-0037871;ST-009;SKU-00311;1;Kafolat holati;08.02.2026
RT-001458;R-0048104;ST-002;SKU-00072;1;Xaridor fikri o'zgardi;06.03.2026
RT-001459;R-0032378;ST-003;SKU-00122;1;Muddati o'tgan;13.01.2026
RT-001460;R-0035450;ST-006;SKU-00289;2;Sifatsiz mahsulot;05.02.2026
RT-001461;R-0041236;ST-009;SKU-00387;2;Kafolat holati;15.02.2026
RT-001462;R-0050914;ST-009;SKU-00472;1;Muddati o'tgan;21.03.2026
RT-001463;R-0038680;ST-011;SKU-00452;1;Qadoq shikastlangan;29.01.2026
RT-001464;R-0042835;ST-007;SKU-00341;1;Kafolat holati;28.02.2026
RT-001465;R-0033126;ST-006;SKU-00273;3;Muddati o'tgan;17.01.2026
RT-001466;R-0031884;ST-008;SKU-00486;2;Kafolat holati;07.01.2026
RT-001467;R-0031180;ST-005;SKU-00367;1;Sifatsiz mahsulot;14.01.2026
RT-001468;R-0030369;ST-003;SKU-00390;1;Noto'g'ri tovar berilgan;06.01.2026
RT-001469;R-0037120;ST-005;SKU-00255;2;Muddati o'tgan;01.02.2026
RT-001470;R-0033022;ST-003;SKU-00431;2;Kafolat holati;24.01.2026
RT-001471;R-0039180;ST-006;SKU-00018;1;Xaridor fikri o'zgardi;04.02.2026
RT-001472;R-0035797;ST-004;SKU-00094;1;Muddati o'tgan;20.01.2026
RT-001473;R-0031844;ST-006;SKU-00100;1;Sifatsiz mahsulot;15.01.2026
RT-001474;R-0043813;ST-008;SKU-00174;1;Qadoq shikastlangan;04.02.2026
RT-001475;R-0040264;ST-011;SKU-00210;1;Qadoq shikastlangan;03.02.2026
RT-001476;R-0034638;ST-011;SKU-00299;2;Xaridor fikri o'zgardi;17.01.2026
RT-001477;R-0031709;ST-001;SKU-00217;1;Xaridor fikri o'zgardi;22.01.2026
RT-001478;R-0049947;ST-008;SKU-00359;1;Muddati o'tgan;21.03.2026
RT-001479;R-0035398;ST-004;SKU-00442;1;Muddati o'tgan;03.02.2026
RT-001480;R-0051388;ST-004;SKU-00363;1;Noto'g'ri tovar berilgan;21.03.2026
RT-001481;R-0038471;ST-003;SKU-00449;1;Qadoq shikastlangan;12.02.2026
RT-001482;R-0039992;ST-003;SKU-00267;1;Qadoq shikastlangan;16.02.2026
RT-001483;R-9411938;ST-004;SKU-00437;1;Qadoq shikastlangan;30.01.2026
RT-001484;R-0036807;ST-006;SKU-00439;1;Sifatsiz mahsulot;09.02.2026
RT-001485;R-0041019;ST-012;SKU-00192;1;Sifatsiz mahsulot;14.02.2026
RT-001486;R-0040024;;SKU-00265;2;Muddati o'tgan;15.02.2026
RT-001487;R-0035725;ST-002;SKU-00018;2;Xaridor fikri o'zgardi;25.01.2026
RT-001488;R-0047325;ST-012;SKU-00405;3;Xaridor fikri o'zgardi;06.03.2026
RT-001489;R-0034183;ST-004;SKU-00476;1;Xaridor fikri o'zgardi;20.01.2026
RT-001490;R-0037349;ST-002;SKU-00263;1;Kafolat holati;24.01.2026
RT-001491;R-0050696;ST-012;SKU-00282;1;Sifatsiz mahsulot;10.03.2026
RT-001492;R-0040739;ST-001;SKU-00079;1;Muddati o'tgan;30.01.2026
RT-001493;R-0039085;ST-003;SKU-00344;1;Noto'g'ri tovar berilgan;08.02.2026
RT-001494;R-0033244;ST-009;SKU-00206;4;Qadoq shikastlangan;16.01.2026
RT-001495;R-0052311;ST-010;SKU-00224;5;Kafolat holati;19.03.2026
RT-001496;R-0036558;ST-009;SKU-00347;1;Qadoq shikastlangan;28.01.2026
RT-001497;R-0035606;ST-010;SKU-00423;4;Sifatsiz mahsulot;05.02.2026
RT-001498;R-0042406;ST-006;SKU-00500;2;Kafolat holati;14.02.2026
RT-001499;R-0042780;ST-005;SKU-00362;1;Xaridor fikri o'zgardi;27.02.2026
RT-001500;R-0036106;ST-002;SKU-00481;1;Muddati o'tgan;28.01.2026
